CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,LastUpdated
28455,NULL,Raymond,E,Sara,NULL,Zollstr 68,Verkaufsabteilung,Darmstadt,Hessen,Germany,64283,1 (11) 500 555-0165,1981-06-06,Bachelors,Management,M,M,1,2,0,2,113276,2017-03-06
20161,NULL,Albert,G,Sanz,NULL,"87, rue de la Comédie",NULL,Orly,Val de Marne,France,94310,1 (11) 500 555-0118,1963-06-20,Partial College,Management,M,S,1,1,0,1,109259,2017-03-06
21325,NULL,Angela,NULL,Hayes,NULL,8273 Glacier Drive,NULL,El Cajon,California,United States,92020,848-555-0112,1980-07-10,High School,Clerical,F,M,1,0,0,2,83845,2017-03-06
12128,NULL,Kristy,E,Munoz,NULL,Altendorfer Straße 903,NULL,Berlin,Hessen,Germany,12171,1 (11) 500 555-0146,1976-12-16,High School,Skilled Manual,F,M,1,0,2,2,59527,2017-03-06
23679,NULL,Jacob,G,Harris,NULL,7987 Seawind Dr.,NULL,Oak Bay,British Columbia,Canada,V8P,518-555-0167,1961-11-05,Bachelors,Management,M,S,1,1,0,1,108360,2017-03-06
26799,NULL,Ryan,G,Russell,NULL,1104 O St.,NULL,Coronado,California,United States,92118,696-555-0187,1996-09-19,Partial College,Clerical,M,M,0,1,0,0,87504,2017-03-06
15726,NULL,Faith,F,Barnes,NULL,6176 Crow Street,NULL,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0195,1993-02-27,Bachelors,Skilled Manual,F,M,0,0,0,0,55461,2017-03-06
15473,NULL,Abigail,NULL,Jenkins,NULL,4838 Second Street,NULL,Coronado,California,United States,92118,135-555-0132,1989-04-15,Bachelors,Professional,F,S,1,2,0,0,137464,2017-03-06
28685,NULL,Marshall,J,Zhu,NULL,"24, boulevard Tremblay",NULL,Drancy,Seine Saint Denis,France,93700,1 (11) 500 555-0189,1990-03-16,High School,Clerical,M,M,1,2,0,1,87676,2017-03-06
12302,NULL,Kevin,NULL,Coleman,NULL,Reiherweg 5,NULL,Frankfurt,Hessen,Germany,60323,1 (11) 500 555-0167,1966-03-02,Bachelors,Management,M,M,1,3,0,2,104187,2017-03-06
23523,NULL,Steve,V,Liu,NULL,8358 Azalea Avenue,NULL,Findon,South Australia,Australia,5023,1 (11) 500 555-0135,1983-08-19,Bachelors,Clerical,M,S,0,1,0,0,78222,2017-03-06
18713,NULL,Rosa,NULL,Yang,NULL,5673 Arlington Circle,NULL,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0178,1986-11-15,Graduate Degree,Clerical,F,M,1,2,0,1,77383,2017-03-06
24082,NULL,Regina,A,Rodriguez,NULL,"56, avenue de l´Europe",NULL,Morangis,Essonne,France,91420,1 (11) 500 555-0119,1984-12-13,High School,Skilled Manual,F,M,1,1,2,2,60700,2017-03-06
27886,NULL,Denise,P,Gonzalez,NULL,"80, avenue de Malakoff",NULL,Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0116,1980-09-24,High School,Manual,F,S,0,0,0,0,30913,2017-03-06
21711,NULL,Hailey,J,Gray,NULL,44 Garcia,NULL,West Covina,California,United States,91791,643-555-0126,1978-11-11,Partial College,Clerical,F,S,1,2,0,0,86952,2017-03-06
22366,NULL,Logan,C,Henderson,NULL,1695 Valley High Dr,NULL,Sooke,British Columbia,Canada,V0,154-555-0134,1978-07-16,Graduate Degree,Skilled Manual,M,M,1,2,1,2,58567,2017-03-06
15010,NULL,Cory,J,Suri,NULL,9342 Temple Drive,NULL,Berkeley,California,United States,94704,109-555-0114,1997-09-12,Partial College,Clerical,M,M,0,0,0,0,77478,2017-03-06
22296,NULL,Benjamin,M,Johnson,NULL,4137 Garcia Ranch Road,NULL,Lemon Grove,California,United States,91945,913-555-0137,1988-03-23,Bachelors,Clerical,M,M,1,2,0,1,78406,2017-03-06
23237,NULL,Caleb,C,Young,NULL,Helsenbergbogen 2,NULL,Kassel,Hessen,Germany,34117,1 (11) 500 555-0192,1990-12-27,Partial College,Clerical,M,S,0,1,0,0,85318,2017-03-06
13832,NULL,Priscilla,R,Raji,NULL,"51, rue Henri Gagnon",NULL,Courbevoie,Hauts de Seine,France,92400,1 (11) 500 555-0125,1996-04-27,High School,Skilled Manual,F,S,0,0,0,0,52928,2017-03-06
26026,NULL,Cindy,E,Srini,NULL,9099 Warmcastle Ct.,NULL,Townsville,Queensland,Australia,4810,1 (11) 500 555-0153,1987-05-14,Bachelors,Clerical,F,S,0,2,0,0,79224,2017-03-06
17813,NULL,Jay,K,Nicholls,NULL,2080 Mountain View Dr.,NULL,Woolston,England,United Kingdom,WA1 4SY,1 (11) 500 555-0187,1983-07-03,Partial College,Manual,M,M,0,0,0,1,33076,2017-03-06
26369,NULL,Kate,J,Nath,NULL,"1101, rue Lauriston",NULL,Sèvres,Hauts de Seine,France,92310,1 (11) 500 555-0171,1985-09-24,High School,Skilled Manual,F,M,1,1,0,2,56641,2017-03-06
18824,NULL,Elijah,L,Collins,NULL,2535 Park Lane,NULL,La Jolla,California,United States,92806,620-555-0143,1982-08-24,High School,Manual,M,M,1,0,0,1,27203,2017-03-06
21064,NULL,Colleen,C,Sun,NULL,"8188, place du Tertre",NULL,Saint Ouen,Somme,France,80610,1 (11) 500 555-0116,1986-11-20,High School,Clerical,F,S,0,3,0,0,77098,2017-03-06
28532,NULL,Tony,R,Xie,NULL,"4757, rue Saint-Lazare",NULL,Paris,Seine (Paris),France,75008,1 (11) 500 555-0112,1988-12-06,Bachelors,Management,M,M,1,3,2,2,103200,2017-03-06
16183,NULL,Tanya,NULL,Carlson,NULL,9435 Vine Hill Way,NULL,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0136,1984-11-04,Bachelors,Skilled Manual,F,S,0,2,0,0,53784,2017-03-06
25700,NULL,Faith,B,Coleman,NULL,"2181, rue Malar",NULL,Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0165,1974-08-18,Partial College,Manual,F,S,0,1,0,0,25826,2017-03-06
21746,NULL,Xavier,NULL,Hernandez,NULL,144 Santa Monica,NULL,Lakewood,California,United States,90712,404-555-0118,1982-03-16,High School,Manual,M,M,1,0,1,1,30925,2017-03-06
26560,NULL,Lindsey,NULL,Shen,NULL,589 Woodcrest Drive,NULL,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0163,1971-06-04,Partial High School,Manual,F,M,1,1,1,2,30288,2017-03-06
16988,NULL,Brian,R,Bailey,NULL,9013 Ramsay Circle,NULL,Oakland,California,United States,94611,621-555-0190,1985-04-19,Bachelors,Manual,M,S,0,0,0,0,34685,2017-03-06
18562,NULL,Mary,P,Wright,NULL,5745 St. Paul Way,NULL,Novato,California,United States,94947,160-555-0188,1989-06-16,Graduate Degree,Skilled Manual,F,M,0,1,1,1,58213,2017-03-06
14996,NULL,Ross,R,Gill,NULL,Unter Linden 934,NULL,Berlin,Hamburg,Germany,10210,1 (11) 500 555-0114,1995-10-14,Partial College,Management,M,S,0,0,0,0,108342,2017-03-06
26741,NULL,Nichole,J,Pal,NULL,2765 Robbins Place,NULL,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0197,1987-08-18,Bachelors,Professional,F,M,1,2,1,1,130385,2017-03-06
19490,NULL,Kristina,D,Smith,NULL,"11, rue de Cambrai",NULL,Paris,Seine (Paris),France,75019,1 (11) 500 555-0167,1984-11-16,Partial College,Skilled Manual,F,S,0,2,0,0,58227,2017-03-06
12720,NULL,Nicolas,J,Chande,NULL,"44, rue du Départ",NULL,Suresnes,Hauts de Seine,France,92150,1 (11) 500 555-0115,1994-11-02,Partial College,Skilled Manual,M,S,0,1,0,0,52156,2017-03-06
14050,NULL,Manuel,M,Lopez,NULL,2396 Ancona Ct.,NULL,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0146,1986-05-16,Graduate Degree,Professional,M,S,1,2,0,0,131458,2017-03-06
11926,NULL,Eduardo,NULL,Foster,NULL,609 Power Ave.,NULL,Oregon City,Oregon,United States,97045,522-555-0169,1998-03-18,Partial College,Manual,M,S,0,1,0,0,33510,2017-03-06
28023,NULL,Andrea,D,James,NULL,4645 Rossmor Parkway,NULL,Corvallis,Oregon,United States,97330,514-555-0198,1966-09-15,High School,Skilled Manual,F,S,1,1,0,1,56785,2017-03-06
22541,NULL,Stefanie,NULL,Martinez,NULL,Im Himmelsweg 27,NULL,Paderborn,Hamburg,Germany,33041,1 (11) 500 555-0120,1993-12-26,Partial College,Skilled Manual,F,S,0,1,0,0,58201,2017-03-06
23192,NULL,Emily,E,Garcia,NULL,8180 Loveridge Circle,NULL,Palo Alto,California,United States,94303,300-555-0120,1985-04-08,Bachelors,Clerical,F,M,1,2,0,1,82359,2017-03-07
23192,NULL,Emily,E,Garcia,NULL,8180 Loveridge Circle,NULL,Palo Alto,California,United States,94303,300-555-0122,1985-04-08,Bachelors,Clerical,F,M,1,2,0,1,82359,2017-03-06
24957,NULL,Anna,A,Howard,NULL,8290 Margaret Ct.,NULL,Lakewood,California,United States,90712,869-555-0119,1965-04-21,Partial High School,Skilled Manual,F,M,1,2,1,2,55654,2017-03-06
11867,NULL,Nathaniel,C,James,NULL,4268 Weaver Court,NULL,National City,California,United States,91950,112-555-0116,1980-04-24,High School,Manual,M,M,1,1,1,2,33167,2017-03-06
11929,NULL,Virginia,NULL,Gonzalez,NULL,7566 Keller Ridge Dr.,NULL,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0188,1966-02-12,Partial College,Management,F,S,1,3,0,1,107883,2017-03-06
27994,NULL,Jodi,L,Rai,NULL,5680 Camelback Ct.,NULL,Beaverton,Oregon,United States,97005,622-555-0178,1957-07-04,High School,Clerical,F,M,1,1,2,2,80056,2017-03-07
21068,NULL,Lawrence,B,Jimenez,NULL,5097 Bourton Ct.,NULL,Bury,England,United Kingdom,PE17,1 (11) 500 555-0119,1985-01-28,Partial High School,Skilled Manual,M,S,0,2,0,0,54577,2017-03-06
26332,NULL,Aaron,W,Mitchell,NULL,3773 Lakefield Place,NULL,Lebanon,Oregon,United States,97355,116-555-0185,1986-09-26,Bachelors,Manual,M,M,0,0,1,1,36070,2017-03-06
20232,NULL,Franklin,L,Chande,NULL,867 Calico Way,NULL,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0166,1984-05-11,Bachelors,Skilled Manual,M,M,1,2,1,2,54049,2017-03-06
15029,NULL,Alejandro,W,Ye,NULL,5572 Running Springs Road,NULL,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0199,1999-06-04,Partial College,Management,M,S,0,1,0,0,112726,2017-03-06
28907,NULL,Blake,NULL,Jenkins,NULL,1156 Dublin Court,NULL,Runcorn,England,United Kingdom,TY31,1 (11) 500 555-0111,1971-02-19,Partial College,Manual,M,M,1,1,0,2,29749,2017-03-06
11887,NULL,Joseph,NULL,White,NULL,8656 Lakespring Place,NULL,Coronado,California,United States,92118,149-555-0116,1978-04-05,Bachelors,Skilled Manual,M,M,1,2,2,2,56820,2017-03-06
16809,NULL,Bailey,A,Sanders,NULL,3910 Fawn Glen Circle,NULL,Redwood City,California,United States,94063,532-555-0181,1970-06-24,Partial College,Management,F,S,1,3,0,0,102647,2017-03-06
18033,NULL,Evelyn,W,Patel,NULL,Postfach 44 11 11,NULL,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0193,1996-05-20,Partial College,Clerical,F,S,0,2,0,0,82258,2017-03-06
27605,NULL,Miguel,NULL,Martinez,NULL,5656 Via Delaware,NULL,Sedro Woolley,Washington,United States,98284,455-555-0163,1977-01-22,High School,Skilled Manual,M,M,1,1,2,2,54200,2017-03-06
14106,NULL,Melissa,NULL,Hughes,NULL,9391 80th St,NULL,Oakland,California,United States,94611,976-555-0182,1996-01-13,Partial College,Skilled Manual,F,S,0,2,0,0,60908,2017-03-06
29293,NULL,Nuan,NULL,Wu,NULL,7717 Amador Valley Blvd.,NULL,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0113,1987-06-02,Bachelors,Management,M,S,1,2,0,0,105007,2017-03-06
17669,NULL,Olivia,N,Rivera,NULL,8490 Longbrood Way,NULL,Sedro Woolley,Washington,United States,98284,196-555-0192,1976-10-10,High School,Manual,F,M,1,0,1,1,32319,2017-03-06
23540,NULL,Bruce,NULL,Lopez,NULL,324 Mepham Dr.,NULL,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0119,1982-02-05,Partial College,Skilled Manual,M,S,0,1,0,0,52311,2017-03-06
19710,NULL,Arianna,S,Gonzales,NULL,7886 Ruth Drive,NULL,Port Hammond,British Columbia,Canada,V6B 3P7,223-555-0195,1980-10-07,Partial College,Clerical,F,S,1,2,0,0,82851,2017-03-06
21495,NULL,James,NULL,Hughes,NULL,8225 Hidden Oak Ct,NULL,Olympia,Washington,United States,98501,525-555-0165,1971-08-02,High School,Manual,M,M,1,1,2,2,29111,2017-03-06
14773,NULL,Noah,NULL,Ross,NULL,"7, route de Marseille",NULL,Villeneuve-d'Ascq,Nord,France,59491,1 (11) 500 555-0136,1988-04-27,Graduate Degree,Clerical,M,M,1,1,1,1,81985,2017-03-06
29082,NULL,Sabrina,L,Ramos,NULL,868 Aspen Dr.,NULL,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0143,1969-01-22,Partial High School,Manual,F,S,1,0,0,0,33954,2017-03-06
14021,NULL,Michelle,NULL,Richardson,NULL,2676 Santa Fe Street,NULL,Kirkland,Washington,United States,98033,590-555-0195,1995-11-02,Partial College,Manual,F,S,0,0,0,0,29016,2017-03-06
23689,NULL,Kayla,D,Hall,NULL,7034 Carson,NULL,West Covina,California,United States,91791,155-555-0190,1967-02-26,High School,Manual,F,M,1,0,1,2,33152,2017-03-06
13485,NULL,Thomas,J,Allen,NULL,288 Almaden Dr.,NULL,Chula Vista,California,United States,91910,599-555-0119,1957-10-25,Graduate Degree,Clerical,M,M,1,1,2,2,80331,2017-03-06
14179,NULL,Claudia,J,Xu,NULL,Lützowplatz 5538,NULL,Braunschweig,Nordrhein-Westfalen,Germany,38001,1 (11) 500 555-0140,1966-04-26,Bachelors,Clerical,F,S,1,1,1,1,79235,2017-03-06
15084,NULL,Adrienne,NULL,Serrano,NULL,Winterfeldtstr 2529,NULL,Kassel,Hessen,Germany,34117,1 (11) 500 555-0186,1989-09-20,Graduate Degree,Manual,F,S,0,1,0,0,35390,2017-03-06
27193,NULL,Daniel,V,Miller,NULL,6885 Auburn,NULL,Lincoln Acres,California,United States,91950,623-555-0156,1994-05-18,Graduate Degree,Professional,M,S,0,3,0,0,136457,2017-03-06
20423,NULL,Alicia,H,Goel,NULL,7405 Jacqueline Drive,NULL,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0147,1972-10-10,High School,Skilled Manual,F,S,1,1,0,0,53549,2017-03-06
18300,NULL,Diane,L,Ramos,NULL,3381 Paso Nogal,NULL,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0148,1981-07-12,Partial College,Clerical,F,M,1,0,1,2,85674,2017-03-06
21781,NULL,Jared,NULL,Rivera,NULL,2096 Trinity Ave.,NULL,Lynnwood,Washington,United States,98036,432-555-0138,1967-06-22,Bachelors,Professional,M,M,1,3,0,2,129242,2017-03-06
28780,NULL,Melissa,L,Griffin,NULL,1874 Orchid Ct,NULL,Seattle,Washington,United States,98104,844-555-0182,1976-01-07,Partial High School,Skilled Manual,F,M,1,1,2,2,61829,2017-03-06
25162,NULL,Bryan,D,Morris,NULL,9634 S. Silver Spring,NULL,Torrance,California,United States,90505,729-555-0131,1984-11-11,Bachelors,Management,M,S,1,3,0,0,111980,2017-03-06
26829,NULL,Morgan,NULL,Evans,NULL,Postfach 55 00 00,NULL,Bottrop,Nordrhein-Westfalen,Germany,46236,1 (11) 500 555-0110,1987-09-23,Bachelors,Skilled Manual,F,M,1,0,1,1,54675,2017-03-07
26829,NULL,Morgan,NULL,Evans,NULL,Postfach 55 00 00,NULL,Bottrop,Nordrhein-Westfalen,Germany,46236,1 (11) 500 555-0119,1987-09-23,Bachelors,Skilled Manual,F,M,1,0,1,1,54675,2017-03-06
11345,NULL,Robin,NULL,Ramos,NULL,"6, rue de l´Esplanade",NULL,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0111,1977-03-12,Partial College,Management,F,S,1,3,0,0,106648,2017-03-06
22539,NULL,Randall,D,Sanz,NULL,3001 Mt. Etna,NULL,Woolston,England,United Kingdom,WA1 4SY,1 (11) 500 555-0177,1993-03-11,Partial High School,Skilled Manual,M,S,0,1,0,0,58037,2017-03-06
26226,NULL,Michele,C,Andersen,NULL,Zimmerstr 57,NULL,München,Nordrhein-Westfalen,Germany,80074,1 (11) 500 555-0182,1992-11-22,Partial College,Management,F,M,1,2,0,1,106062,2017-03-06
22654,NULL,Orlando,NULL,Romero,NULL,"8, rue de la Comédie",NULL,Colombes,Hauts de Seine,France,92700,1 (11) 500 555-0112,1985-09-22,High School,Manual,M,S,0,1,0,0,28008,2017-03-06
20389,NULL,Lee,NULL,Romero,NULL,5627 Crystal Avenue,NULL,Ballard,Washington,United States,98107,461-555-0172,1960-02-05,Graduate Degree,Clerical,M,M,1,2,0,3,86828,2017-03-06
27716,NULL,Albert,E,Ramos,NULL,9993 Oak Grove Rd.,NULL,Lavender Bay,New South Wales,Australia,2060,1 (11) 500 555-0145,1981-10-03,Partial College,Skilled Manual,M,S,0,2,0,0,61109,2017-03-06
23670,NULL,Mya,D,Henderson,NULL,6985 Matterhorn Ct,NULL,Salem,Oregon,United States,97301,647-555-0186,1958-12-05,Graduate Degree,Manual,F,M,1,1,1,2,35142,2017-03-06
28410,NULL,Cheryl,R,Gill,NULL,466 Ranch Road,NULL,Bracknell,England,United Kingdom,RG12 8TB,1 (11) 500 555-0121,1997-04-21,High School,Skilled Manual,F,M,0,2,0,0,59673,2017-03-06
21755,NULL,Lucas,R,White,NULL,2581 Browse Ct,NULL,Coronado,California,United States,92118,703-555-0112,1963-03-24,Bachelors,Professional,M,M,1,3,1,2,133272,2017-03-06
12254,NULL,Calvin,NULL,Deng,NULL,"100, rue des Rosiers",NULL,Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0134,1963-02-26,Partial College,Clerical,M,S,1,3,0,1,81957,2017-03-06
17082,NULL,Morgan,W,Smith,NULL,Moritzstr 32,NULL,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0129,1994-05-23,Partial College,Management,F,S,0,1,0,0,103314,2017-03-06
25122,NULL,Susan,L,Zhao,NULL,5527 Liscome Way,NULL,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0167,1987-03-16,Graduate Degree,Management,F,S,1,2,0,0,103546,2017-03-06
25619,NULL,Rafael,C,Raji,NULL,"65, avenue du Port",NULL,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0176,1988-03-23,Bachelors,Skilled Manual,M,M,0,0,1,1,58317,2017-03-06
24940,NULL,Fernando,NULL,Martin,NULL,7559 Worth Ct.,NULL,Concord,California,United States,94519,327-555-0191,1960-06-26,Bachelors,Skilled Manual,M,M,1,2,0,2,55825,2017-03-06
13117,NULL,Evelyn,NULL,Rodriguez,NULL,9236 Hanson Lane,NULL,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0122,1986-01-11,Graduate Degree,Manual,F,S,0,1,0,0,36367,2017-03-06
12460,NULL,Dominique,NULL,Malhotra,NULL,9838 Westchester Pl.,NULL,London,England,United Kingdom,W1Y 3RA,1 (11) 500 555-0140,1988-11-23,Bachelors,Management,F,S,0,2,0,0,107852,2017-03-06
13619,NULL,Arturo,NULL,Xu,NULL,6111 Guadalajara,NULL,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0173,1996-05-11,Bachelors,Management,M,M,1,0,0,0,105888,2017-03-06
23455,NULL,Jonathan,R,Perez,NULL,4217 Fairlane Place,NULL,Royal Oak,British Columbia,Canada,V8X,884-555-0158,1976-03-14,Partial High School,Manual,M,S,0,1,0,0,31956,2017-03-06
20986,NULL,Brandi,L,Blanco,NULL,9669 Alhambra Court,NULL,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0171,1997-04-27,High School,Clerical,F,M,0,0,0,0,83026,2017-03-06
26141,NULL,Jorge,NULL,Zhu,NULL,3632 Ramsay Circle,NULL,Townsville,Queensland,Australia,4810,1 (11) 500 555-0125,1986-09-27,Graduate Degree,Management,M,S,1,2,0,0,110808,2017-03-06
19074,NULL,Colleen,NULL,Shen,NULL,"9967, rue de Terre Neuve",NULL,Colomiers,Garonne (Haute),France,31770,1 (11) 500 555-0174,1968-05-11,Partial High School,Skilled Manual,F,M,1,1,2,2,51566,2017-03-06
23214,NULL,Kaylee,W,James,NULL,6781 San Jose Ave,NULL,Lemon Grove,California,United States,91945,863-555-0157,1983-11-21,Bachelors,Professional,F,M,1,3,1,2,132962,2017-03-06
11313,NULL,Trevor,NULL,Jenkins,NULL,4697 Yosemite Dr.,NULL,Port Orchard,Washington,United States,98366,120-555-0129,1973-02-27,Graduate Degree,Professional,M,S,1,2,0,0,135064,2017-03-06
26113,NULL,Caitlin,L,Rivera,NULL,3598 Walnut Place,NULL,Oak Bay,British Columbia,Canada,V8P,177-555-0164,1973-03-13,Graduate Degree,Professional,F,S,1,2,0,0,135997,2017-03-06
15865,NULL,Isabel,M,Price,NULL,2807 Charlotte Court,NULL,Palo Alto,California,United States,94303,806-555-0193,1991-04-14,High School,Skilled Manual,F,S,0,1,0,0,57770,2017-03-06
25060,NULL,Noah,R,Martinez,NULL,6472 Loveridge Circle,NULL,Coronado,California,United States,92118,854-555-0195,1993-01-17,Bachelors,Management,M,S,0,1,0,0,113290,2017-03-06
17902,NULL,Ruth,D,Lopez,NULL,Welt Platz 2,NULL,Stuttgart,Saarland,Germany,70511,1 (11) 500 555-0118,1962-03-04,Partial College,Clerical,F,M,1,1,1,2,81214,2017-03-06
27898,NULL,Trinity,NULL,Bell,NULL,"4, rue Philibert-Delorme",NULL,Saint Germain en Laye,Yveline,France,78100,1 (11) 500 555-0169,1980-06-08,Bachelors,Clerical,F,M,1,2,0,2,80624,2017-03-06
19921,NULL,Cara,L,Cai,NULL,Postfach 66 07 00,NULL,München,Hamburg,Germany,80074,1 (11) 500 555-0110,1966-02-05,Bachelors,Management,F,S,1,2,0,1,106908,2017-03-06
21186,NULL,Randall,Z,Vazquez,NULL,2168 Terra Calitina,NULL,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0144,1985-02-04,Bachelors,Skilled Manual,M,S,0,1,0,0,51796,2017-03-06
19129,NULL,Carson,A,Simmons,NULL,1673 Kiska Court,NULL,Los Angeles,California,United States,90012,198-555-0191,1990-10-24,Graduate Degree,Clerical,M,M,1,2,1,2,80764,2017-03-06
25626,NULL,Janet,R,Diaz,NULL,149 Valley Blvd.,NULL,Gateshead,England,United Kingdom,GA10,1 (11) 500 555-0117,1984-05-21,Partial High School,Manual,F,M,0,0,0,1,35297,2017-03-06
15009,NULL,Chloe,NULL,Patterson,NULL,3175 Olivera Rd.,NULL,Redmond,Washington,United States,98052,312-555-0187,1997-06-10,Partial College,Clerical,F,S,0,1,0,0,78604,2017-03-06
