CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,LastUpdated
15085,NULL,Kristin,H,Jai,NULL,"88, impasse Notre-Dame",NULL,Morangis,Essonne,France,91420,1 (11) 500 555-0113,1989-07-02,Graduate Degree,Professional,F,S,1,0,0,0,129319,2017-03-06
15177,NULL,Jorge,W,Lu,NULL,9314 Indianhead Way,NULL,Concord,California,United States,94519,117-555-0110,1993-08-19,Partial College,Management,M,S,0,2,0,0,112995,2017-03-06
15388,NULL,Victoria,NULL,Smith,NULL,581 Roanoke Dr.,NULL,Downey,California,United States,90241,254-555-0158,1981-01-19,Bachelors,Clerical,F,M,1,2,1,1,80944,2017-03-06
15464,NULL,Kristi,NULL,Blanco,NULL,6027 Lisa Ann Street,NULL,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0142,2000-04-04,Partial College,Clerical,F,M,0,3,0,0,86141,2017-03-06
15573,NULL,Thomas,E,Wilson,NULL,6853 Hacienda,NULL,Redmond,Washington,United States,98052,466-555-0174,1978-08-25,Bachelors,Clerical,M,S,1,1,0,0,87127,2017-03-06
15626,NULL,Eduardo,F,White,NULL,Parkstr 851,NULL,Bottrop,Nordrhein-Westfalen,Germany,46236,1 (11) 500 555-0178,1992-07-23,Partial College,Skilled Manual,M,M,0,2,1,1,58121,2017-03-06
15727,NULL,Alisha,A,Zeng,NULL,6173 Alier Drive,NULL,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0143,1992-05-03,Bachelors,Management,F,M,1,1,1,2,111985,2017-03-06
15738,NULL,Abigail,NULL,Miller,NULL,5919 Zartop Street,NULL,Torrance,California,United States,90505,698-555-0175,1961-07-23,Graduate Degree,Professional,F,M,1,2,2,2,131812,2017-03-06
15866,NULL,Abigail,T,White,NULL,2506 Almaden Dr.,NULL,N. Vancouver,British Columbia,Canada,V7L 4J4,215-555-0122,1991-01-03,Graduate Degree,Manual,F,S,0,1,0,0,28050,2017-03-06
15875,NULL,Devin,NULL,Morris,NULL,2972 Hamiliton Ave.,NULL,Santa Monica,California,United States,90401,585-555-0177,1964-02-17,Bachelors,Skilled Manual,M,M,1,1,1,2,57462,2017-03-06
16184,NULL,Christine,NULL,She,NULL,4164 Kenneth Ct.,NULL,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0198,1984-06-06,Bachelors,Skilled Manual,F,M,1,0,1,2,55963,2017-03-06
16394,NULL,Bryan,C,Bell,NULL,"34, place Beaubernard",NULL,Lille,Nord,France,59000,1 (11) 500 555-0171,1987-06-07,High School,Manual,M,S,0,1,0,0,33328,2017-03-06
16575,NULL,Veronica,G,Vance,NULL,6807 Snowberry Court,NULL,Milton Keynes,England,United Kingdom,MK8 8DF,1 (11) 500 555-0112,1964-09-03,Graduate Degree,Professional,F,S,1,3,0,1,132126,2017-03-06
17536,NULL,Benjamin,L,Robinson,NULL,9615 Pacheco Street,NULL,El Cajon,California,United States,92020,157-555-0146,1985-08-22,Bachelors,Skilled Manual,M,S,0,2,0,0,54060,2017-03-06
17605,NULL,Jon,NULL,Ma,NULL,9095 Ironwood Drive,NULL,Bellflower,California,United States,90706,556-555-0177,1989-03-23,Graduate Degree,Management,M,M,1,1,1,2,112237,2017-03-06
17723,NULL,Johnathan,NULL,Malhotra,NULL,3141 Gingham Way,NULL,Gloucestershire,England,United Kingdom,GL7 1RY,1 (11) 500 555-0117,1962-10-09,Bachelors,Management,M,M,1,3,0,2,113395,2017-03-06
17726,NULL,Caroline,NULL,Griffin,NULL,5126 La Corte Bonita,NULL,Melton,Victoria,Australia,3337,1 (11) 500 555-0117,2000-09-20,Partial College,Skilled Manual,F,S,0,0,0,0,56198,2017-03-06
18171,NULL,Alejandro,J,Zeng,NULL,Parkstr 4841,NULL,Stuttgart,Saarland,Germany,70511,1 (11) 500 555-0124,1971-04-03,Partial College,Manual,M,M,1,1,0,2,26822,2017-03-06
18345,NULL,Samantha,NULL,Bryant,NULL,5065 Fairfield Ave,NULL,Metchosin,British Columbia,Canada,V9,161-555-0187,1995-09-19,High School,Manual,F,M,0,0,0,0,36055,2017-03-06
18382,NULL,Isabella,NULL,Garcia,NULL,2505 Maywood Ln.,NULL,Langley,British Columbia,Canada,V3A 4R2,672-555-0130,1983-02-06,Partial College,Skilled Manual,F,M,1,2,0,1,57165,2017-03-06
18842,NULL,James,M,Gonzalez,NULL,8521 C Mt. Hood Circle,NULL,Victoria,British Columbia,Canada,V8V,167-555-0196,1956-07-08,Partial College,Clerical,M,S,1,1,1,1,87283,2017-03-06
18956,NULL,Sara,W,Howard,NULL,4730 Peterson Place,NULL,San Carlos,California,United States,94070,141-555-0158,1982-04-17,Bachelors,Skilled Manual,F,S,0,1,0,0,54423,2017-03-06
19019,NULL,Jackson,NULL,Gonzales,NULL,4446 Walnut Lane,NULL,Palo Alto,California,United States,94303,893-555-0174,1971-09-09,Partial College,Skilled Manual,M,M,1,1,1,2,60256,2017-03-06
19315,NULL,Devon,C,Sharma,NULL,3450 Villageoaks Dr.,NULL,Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0126,1987-09-03,Partial College,Clerical,M,S,0,3,0,0,83832,2017-03-06
